admin0Name_en,admin0Name_ar,admin0Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin2Name_en,admin2Name_ar,admin2Pcode,admin3Name_en,admin3Name_ar,admin3RefName_en,admin3RefName_ar,admin3Pcode
Yemen,?????,YE,Al Mahwit,???????,YE27,Shibam Kawkaban,???? ??????,YE2701,Shibam,????,Shibam - Shibam Kawkaban,???? - ???? ??????,YE270121
Yemen,?????,YE,Amran,?????,YE29,Al Ashah,?????,YE2903,Al Batnah,??????,Al Batnah - Al Ashah,?????? - ?????,YE290324
Yemen,?????,YE,Amran,?????,YE29,Al Ashah,?????,YE2903,Al Mi'radah wa Al Wasi',???????? ???????,Al Miradah wa Al Wasi,???????? ???????,YE290329
Yemen,?????,YE,Amran,?????,YE29,Al Ashah,?????,YE2903,As Sawad,??????,As Sawad - Al Ashah,?????? - ?????,YE290331
Yemen,?????,YE,Amran,?????,YE29,Al Ashah,?????,YE2903,Danan,????,Danan,????,YE290328
Yemen,?????,YE,Amran,?????,YE29,Al Ashah,?????,YE2903,Dhu Khayran,?? ?????,Dhu Khayran,?? ?????,YE290322
Yemen,?????,YE,Amran,?????,YE29,Al Ashah,?????,YE2903,Hashif,????,Hashif,????,YE290327
Yemen,?????,YE,Amran,?????,YE29,Al Ashah,?????,YE2903,Qa'ah,????,Qaah,????,YE290330
Yemen,?????,YE,Amran,?????,YE29,Al Ashah,?????,YE2903,Qaf Dhu Hadyan,?? ?? ?????,Qaf Dhu Hadyan,?? ?? ?????,YE290325
Yemen,?????,YE,Amran,?????,YE29,Al Ashah,?????,YE2903,Qarhad wa Al Fardat,???? ????????,Qarhad wa Al Fardat,???? ????????,YE290326
Yemen,?????,YE,Amran,?????,YE29,Al Ashah,?????,YE2903,Rishan,?????,Rishan,?????,YE290323
Yemen,?????,YE,Amran,?????,YE29,Al Ashah,?????,YE2903,Saddan,????,Saddan,????,YE290321
Yemen,?????,YE,Amran,?????,YE29,Al Madan,??????,YE2906,Bani Awf,??? ???,Bani Awf,??? ???,YE290622
Yemen,?????,YE,Amran,?????,YE29,Al Madan,??????,YE2906,Bani Nasr,??? ???,Bani Nasr,??? ???,YE290621
Yemen,?????,YE,Amran,?????,YE29,Al Madan,??????,YE2906,Bani Nuf,??? ???,Bani Nuf,??? ???,YE290623
Yemen,?????,YE,Amran,?????,YE29,Amran,?????,YE2915,Al Ashmur,???????,Al Ashmur,???????,YE291522
Yemen,?????,YE,Amran,?????,YE29,Amran,?????,YE2915,Amran,?????,Amran,?????,YE291521
Yemen,?????,YE,Amran,?????,YE29,As Sawd,?????,YE2914,Al Amrayin,????????,Al Amrayin,????????,YE291425
Yemen,?????,YE,Amran,?????,YE29,As Sawd,?????,YE2914,Al Ojayrat,????????,Al Ojayrat - As Sawd,???????? - ?????,YE291427
Yemen,?????,YE,Amran,?????,YE29,As Sawd,?????,YE2914,Ar Rahabayn,???????,Ar Rahabayn,???????,YE291424
Yemen,?????,YE,Amran,?????,YE29,As Sawd,?????,YE2914,Bani Al Harith,??? ??????,Bani Al Harith - As Sawd,??? ?????? - ?????,YE291426
Yemen,?????,YE,Amran,?????,YE29,As Sawd,?????,YE2914,Bani Hanan wa Al Badu,??? ???? ??????,Bani Hanan wa Al Badu,??? ???? ??????,YE291421
Yemen,?????,YE,Amran,?????,YE29,As Sawd,?????,YE2914,Bani Jaysh Al A'la,??? ??? ??????,Bani Jaysh Al Ala,??? ??? ??????,YE291429
Yemen,?????,YE,Amran,?????,YE29,As Sawd,?????,YE2914,Bani Jaysh Al Asfal,??? ??? ??????,Bani Jaysh Al Asfal,??? ??? ??????,YE291431
Yemen,?????,YE,Amran,?????,YE29,As Sawd,?????,YE2914,Bani Talq,??? ???,Bani Talq,??? ???,YE291423
Yemen,?????,YE,Amran,?????,YE29,As Sawd,?????,YE2914,Bilad Janb,???? ???,Bilad Janb,???? ???,YE291422
Yemen,?????,YE,Amran,?????,YE29,As Sawd,?????,YE2914,Hamal,???,Hamal,???,YE291430
Yemen,?????,YE,Amran,?????,YE29,As Sawd,?????,YE2914,Qatabah,?????,Qatabah,?????,YE291428
Yemen,?????,YE,Amran,?????,YE29,As Sudah,??????,YE2913,Bani Mansur,??? ?????,Bani Mansur - As Sudah,??? ????? - ??????,YE291323
Yemen,?????,YE,Amran,?????,YE29,As Sudah,??????,YE2913,Ibn Ahkum,??? ????,Ibn Ahkum,??? ????,YE291324
Yemen,?????,YE,Amran,?????,YE29,As Sudah,??????,YE2913,Nashir,????,Nashir,????,YE291321
Yemen,?????,YE,Amran,?????,YE29,As Sudah,??????,YE2913,Otayfah,?????,Otayfah,?????,YE291322
Yemen,?????,YE,Amran,?????,YE29,Bani Surim,??? ????,YE2920,Bani Ghuthaymah,??? ?????,Bani Ghuthaymah,??? ?????,YE292025
Yemen,?????,YE,Amran,?????,YE29,Bani Surim,??? ????,YE2920,Bani Malik,??? ????,Bani Malik - Bani Surim,??? ???? - ??? ????,YE292024
Yemen,?????,YE,Amran,?????,YE29,Bani Surim,??? ????,YE2920,Bani Qays,??? ???,Bani Qays - Bani Surim,??? ??? - ??? ????,YE292023
Yemen,?????,YE,Amran,?????,YE29,Bani Surim,??? ????,YE2920,Khyar,????,Khyar,????,YE292021
Yemen,?????,YE,Amran,?????,YE29,Bani Surim,??? ????,YE2920,Wadi'ah Hashid,????? ????,Wadiah Hashid,????? ????,YE292022
Yemen,?????,YE,Amran,?????,YE29,Dhibain,?????,YE2909,Bani Jabr,??? ???,Bani Jabr - Dhibain,??? ??? - ?????,YE290923
Yemen,?????,YE,Amran,?????,YE29,Dhibain,?????,YE2909,Marhabah,?????,Marhabah - Dhibain,????? - ?????,YE290922
Yemen,?????,YE,Amran,?????,YE29,Dhibain,?????,YE2909,Sufyan,?????,Sufyan,?????,YE290921
Yemen,?????,YE,Amran,?????,YE29,Dhulaymat Habur,????? ????,YE2908,Al Khamis Al Wasit,?????? ??????,Al Khamis Al Wasit,?????? ??????,YE290821
Yemen,?????,YE,Amran,?????,YE29,Dhulaymat Habur,????? ????,YE2908,Bani Eid,??? ???,Bani Eid,??? ???,YE290822
Yemen,?????,YE,Amran,?????,YE29,Dhulaymat Habur,????? ????,YE2908,Khamis Bani Dahsh,???? ??? ???,Khamis Bani Dahsh,???? ??? ???,YE290823
Yemen,?????,YE,Amran,?????,YE29,Dhulaymat Habur,????? ????,YE2908,Khamis Hajur,???? ????,Khamis Hajur,???? ????,YE290824
Yemen,?????,YE,Amran,?????,YE29,Eyal Surayh,???? ????,YE2918,Ar Rayah Al Wusta,?????? ??????,Ar Rayah Al Wusta,?????? ??????,YE291822
Yemen,?????,YE,Amran,?????,YE29,Eyal Surayh,???? ????,YE2918,Bani Abd,??? ???,Bani Abd,??? ???,YE291824
Yemen,?????,YE,Amran,?????,YE29,Eyal Surayh,???? ????,YE2918,Bani Hajjaj,??? ????,Bani Hajjaj,??? ????,YE291823
Yemen,?????,YE,Amran,?????,YE29,Eyal Surayh,???? ????,YE2918,Khamis Quhal,???? ????,Khamis Quhal,???? ????,YE291821
Yemen,?????,YE,Amran,?????,YE29,Harf Sufyan,??? ?????,YE2901,Al Amshiyah,???????,Al Amshiyah,???????,YE290128
Yemen,?????,YE,Amran,?????,YE29,Harf Sufyan,??? ?????,YE2901,Al Harf,?????,Al Harf,?????,YE290121
Yemen,?????,YE,Amran,?????,YE29,Harf Sufyan,??? ?????,YE2901,Al Hayrah,??????,Al Hayrah,??????,YE290127
Yemen,?????,YE,Amran,?????,YE29,Harf Sufyan,??? ?????,YE2901,As Sawad,??????,As Sawad - Harf Sufyan,?????? - ??? ?????,YE290129
Yemen,?????,YE,Amran,?????,YE29,Harf Sufyan,??? ?????,YE2901,Khaywan Al Hamra'a,????? ???????,Khaywan Al Hamraa,????? ???????,YE290122
Yemen,?????,YE,Amran,?????,YE29,Harf Sufyan,??? ?????,YE2901,Wadi Adaf,???? ???,Wadi Adaf,???? ???,YE290123
Yemen,?????,YE,Amran,?????,YE29,Harf Sufyan,??? ?????,YE2901,Wadi Ayan,???? ????,Wadi Ayan,???? ????,YE290125
Yemen,?????,YE,Amran,?????,YE29,Harf Sufyan,??? ?????,YE2901,Wadi Jawfan wa Hubashah,???? ????? ??????,Wadi Jawfan wa Hubashah,???? ????? ??????,YE290124
Yemen,?????,YE,Amran,?????,YE29,Harf Sufyan,??? ?????,YE2901,Wadi Sufyan,???? ?????,Wadi Sufyan,???? ?????,YE290126
Yemen,?????,YE,Amran,?????,YE29,Harf Sufyan,??? ?????,YE2901,Wasit,????,Wasit,????,YE290130
Yemen,?????,YE,Amran,?????,YE29,Huth,???,YE2902,Al Khamri,??????,Al Khamri,??????,YE290224
Yemen,?????,YE,Amran,?????,YE29,Huth,???,YE2902,Al Ma'amirah,????????,Al Maamirah,????????,YE290231
Yemen,?????,YE,Amran,?????,YE29,Huth,???,YE2902,As Sadidah,???????,As Sadidah,???????,YE290223
Yemen,?????,YE,Amran,?????,YE29,Huth,???,YE2902,Barawish,?????,Barawish,?????,YE290227
Yemen,?????,YE,Amran,?????,YE29,Huth,???,YE2902,Buban,?????,Buban,?????,YE290235
Yemen,?????,YE,Amran,?????,YE29,Huth,???,YE2902,Dhi Yabil,?? ???,Dhi Yabil,?? ???,YE290232
Yemen,?????,YE,Amran,?????,YE29,Huth,???,YE2902,Dhu Al Qutaysh,?? ??????,Dhu Al Qutaysh,?? ??????,YE290229
Yemen,?????,YE,Amran,?????,YE29,Huth,???,YE2902,Dhu Ali,?? ???,Dhu Ali,?? ???,YE290228
Yemen,?????,YE,Amran,?????,YE29,Huth,???,YE2902,Dhu Anash,?? ????,Dhu Anash,?? ????,YE290222
Yemen,?????,YE,Amran,?????,YE29,Huth,???,YE2902,Dhu Eid,?????,Dhu Eid,?????,YE290225
Yemen,?????,YE,Amran,?????,YE29,Huth,???,YE2902,Dhu Elayan,?? ?????,Dhu Elayan,?? ?????,YE290234
Yemen,?????,YE,Amran,?????,YE29,Huth,???,YE2902,Dhu Silah,??????,Dhu Silah,??????,YE290230
Yemen,?????,YE,Amran,?????,YE29,Huth,???,YE2902,Huth,???,Huth,???,YE290221
Yemen,?????,YE,Amran,?????,YE29,Huth,???,YE2902,Kharash,????,Kharash,????,YE290226
Yemen,?????,YE,Amran,?????,YE29,Huth,???,YE2902,Khaywan,?????,Khaywan,?????,YE290233
Yemen,?????,YE,Amran,?????,YE29,Jabal Eyal Yazid,??? ???? ????,YE2912,Al Akhum,???????,Al Akhum,???????,YE291223
Yemen,?????,YE,Amran,?????,YE29,Jabal Eyal Yazid,??? ???? ????,YE2912,Ar Rub' Ash Sharqi,????? ??????,Ar Rub Ash Sharqi - Jabal Eyal Yazid,????? ?????? - ??? ???? ????,YE291221
Yemen,?????,YE,Amran,?????,YE29,Jabal Eyal Yazid,??? ???? ????,YE2912,Ath Thulth,?????,Ath Thulth - Jabal Eyal Yazid,????? - ??? ???? ????,YE291224
Yemen,?????,YE,Amran,?????,YE29,Jabal Eyal Yazid,??? ???? ????,YE2912,Eyal Hatim,???? ????,Eyal Hatim,???? ????,YE291225
Yemen,?????,YE,Amran,?????,YE29,Jabal Eyal Yazid,??? ???? ????,YE2912,Eyal Yahya,???? ????,Eyal Yahya,???? ????,YE291222
Yemen,?????,YE,Amran,?????,YE29,Khamir,???,YE2919,Adh Dhahir,??????,Adh Dhahir - Khamir,?????? - ???,YE291921
Yemen,?????,YE,Amran,?????,YE29,Khamir,???,YE2919,Ahlan Bil Husayn,?????? ?????,Ahlan Bil Husayn,?????? ?????,YE291924
Yemen,?????,YE,Amran,?????,YE29,Khamir,???,YE2919,Al Jiraf,??????,Al Jiraf,??????,YE291926
Yemen,?????,YE,Amran,?????,YE29,Khamir,???,YE2919,As Sanatayn wa Al Ghayl,??????? ??????,As Sanatayn wa Al Ghayl,??????? ??????,YE291922
Yemen,?????,YE,Amran,?????,YE29,Khamir,???,YE2919,Ghashm,???,Ghashm,???,YE291923
Yemen,?????,YE,Amran,?????,YE29,Khamir,???,YE2919,Ghurban,?????,Ghurban - Khamir,????? - ???,YE291925
Yemen,?????,YE,Amran,?????,YE29,Kharif,????,YE2910,Khamis Abu Dhibah,???? ???????,Khamis Abu Dhibah,???? ???????,YE291028
Yemen,?????,YE,Amran,?????,YE29,Kharif,????,YE2910,Khamis Al Qayfi,???? ???????,Khamis Al Qayfi,???? ???????,YE291022
Yemen,?????,YE,Amran,?????,YE29,Kharif,????,YE2910,Khamis Al Qudaymi,???? ???????,Khamis Al Qudaymi,???? ???????,YE291021
Yemen,?????,YE,Amran,?????,YE29,Kharif,????,YE2910,Khamis Harash,???? ????,Khamis Harash,???? ????,YE291024
Yemen,?????,YE,Amran,?????,YE29,Kharif,????,YE2910,Khamis Harmal,???? ????,Khamis Harmal,???? ????,YE291023
Yemen,?????,YE,Amran,?????,YE29,Kharif,????,YE2910,Thulth Al Wasit,??? ??????,Thulth Al Wasit,??? ??????,YE291027
Yemen,?????,YE,Amran,?????,YE29,Kharif,????,YE2910,Thulth Az Zudi,??? ??????,Thulth Az Zudi,??? ??????,YE291025
Yemen,?????,YE,Amran,?????,YE29,Kharif,????,YE2910,Thulth Dahyan,??? ?????,Thulth Dahyan,??? ?????,YE291026
Yemen,?????,YE,Amran,?????,YE29,Maswar,????,YE2916,Al Jadm,?????,Al Jadm,?????,YE291631
Yemen,?????,YE,Amran,?????,YE29,Maswar,????,YE2916,Ar Rughayl,??????,Ar Rughayl,??????,YE291622
Yemen,?????,YE,Amran,?????,YE29,Maswar,????,YE2916,At Tuham,??????,At Tuham,??????,YE291629
Yemen,?????,YE,Amran,?????,YE29,Maswar,????,YE2916,Bani Al Kuraybi,??? ???????,Bani Al Kuraybi,??? ???????,YE291632
Yemen,?????,YE,Amran,?????,YE29,Maswar,????,YE2916,Bani As'ad,??? ????,Bani Asad - Maswar,??? ???? - ????,YE291628
Yemen,?????,YE,Amran,?????,YE29,Maswar,????,YE2916,Bani Hur,??? ???,Bani Hur,??? ???,YE291630
Yemen,?????,YE,Amran,?????,YE29,Maswar,????,YE2916,Bani Jasmar,??? ????,Bani Jasmar,??? ????,YE291627
Yemen,?????,YE,Amran,?????,YE29,Maswar,????,YE2916,Bani Mahdi,??? ????,Bani Mahdi - Maswar,??? ???? - ????,YE291623
Yemen,?????,YE,Amran,?????,YE29,Maswar,????,YE2916,Eyal Mumar,???? ????,Eyal Mumar,???? ????,YE291624
Yemen,?????,YE,Amran,?????,YE29,Maswar,????,YE2916,Jabal Maswar,??? ????,Jabal Maswar,??? ????,YE291621
Yemen,?????,YE,Amran,?????,YE29,Maswar,????,YE2916,Qaylab,?????,Qaylab,?????,YE291626
Yemen,?????,YE,Amran,?????,YE29,Maswar,????,YE2916,Wadi Eyal Ali,???? ???? ???,Wadi Eyal Ali,???? ???? ???,YE291625
Yemen,?????,YE,Amran,?????,YE29,Qaflat Odhar,???? ???,YE2904,Al Batnah,??????,Al Batnah - Qaflat Odhar,?????? - ???? ???,YE290424
Yemen,?????,YE,Amran,?????,YE29,Qaflat Odhar,???? ???,YE2904,Al Gharbi,??????,Al Gharbi,??????,YE290422
Yemen,?????,YE,Amran,?????,YE29,Qaflat Odhar,???? ???,YE2904,Al Qaflah,??????,Al Qaflah,??????,YE290421
Yemen,?????,YE,Amran,?????,YE29,Qaflat Odhar,???? ???,YE2904,Ash Shat,????,Ash Shat,????,YE290423
Yemen,?????,YE,Amran,?????,YE29,Qaflat Odhar,???? ???,YE2904,Dhu Ghaythan,?? ?????,Dhu Ghaythan,?? ?????,YE290425
Yemen,?????,YE,Amran,?????,YE29,Raydah,????,YE2911,Dhayfan,?????,Dhayfan,?????,YE291121
Yemen,?????,YE,Amran,?????,YE29,Raydah,????,YE2911,Ghulah Ajib,???? ????,Ghulah Ajib,???? ????,YE291124
Yemen,?????,YE,Amran,?????,YE29,Raydah,????,YE2911,Hamdah,????,Hamdah,????,YE291123
Yemen,?????,YE,Amran,?????,YE29,Raydah,????,YE2911,Raydah,????,Raydah,????,YE291122
Yemen,?????,YE,Amran,?????,YE29,Shaharah,?????,YE2905,Dhari,???,Dhari,???,YE290522
Yemen,?????,YE,Amran,?????,YE29,Shaharah,?????,YE2905,Sayran Al Gharbi,????? ??????,Sayran Al Gharbi,????? ??????,YE290524
Yemen,?????,YE,Amran,?????,YE29,Shaharah,?????,YE2905,Sayran Ash Sharqi,????? ??????,Sayran Ash Sharqi,????? ??????,YE290523
Yemen,?????,YE,Amran,?????,YE29,Shaharah,?????,YE2905,Shaharah,?????,Shaharah,?????,YE290521
Yemen,?????,YE,Amran,?????,YE29,Suwayr,????,YE2907,Adh Dhibah,??????,Adh Dhibah,??????,YE290722
Yemen,?????,YE,Amran,?????,YE29,Suwayr,????,YE2907,Al Ghanaya,???????,Al Ghanaya,???????,YE290723
Yemen,?????,YE,Amran,?????,YE29,Suwayr,????,YE2907,Al Ojayrat,????????,Al Ojayrat - Suwayr,???????? - ????,YE290724
Yemen,?????,YE,Amran,?????,YE29,Suwayr,????,YE2907,Ath Thulth,?????,Ath Thulth - Suwayr,????? - ????,YE290725
Yemen,?????,YE,Amran,?????,YE29,Suwayr,????,YE2907,Fulayh,????,Fulayh,????,YE290721
Yemen,?????,YE,Amran,?????,YE29,Thula,????,YE2917,Al Khamis,??????,Al Khamis - Thula,?????? - ????,YE291722
Yemen,?????,YE,Amran,?????,YE29,Thula,????,YE2917,Al Masani',???????,Al Masani - Thula,??????? - ????,YE291726
Yemen,?????,YE,Amran,?????,YE29,Thula,????,YE2917,As Sirm,?????,As Sirm,?????,YE291724
Yemen,?????,YE,Amran,?????,YE29,Thula,????,YE2917,Bani Al Abas,??? ??????,Bani Al Abas,??? ??????,YE291725
Yemen,?????,YE,Amran,?????,YE29,Thula,????,YE2917,Hababah,?????,Hababah,?????,YE291721
Yemen,?????,YE,Amran,?????,YE29,Thula,????,YE2917,Thula,????,Thula,????,YE291723
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,A'mas Ad Dila',????? ??????,Amas Ad Dila,????? ??????,YE200138
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,A'mas Al Jabal,????? ?????,Amas Al Jabal,????? ?????,YE200127
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Al Abasiyah,????????,Al Abasiyah,????????,YE200132
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Al Jardah,??????,Al Jardah,??????,YE200134
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Al Kumaym,??????,Al Kumaym,??????,YE200121
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Al Maghadyah,????????,Al Maghadyah,????????,YE200149
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Al Malha'a,???????,Al Malhaa,???????,YE200130
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,An Nassrah,??????,An Nassrah,??????,YE200148
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Ar Rashdah,??????,Ar Rashdah - Al Hada,?????? - ??????,YE200124
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,As Sawad,??????,As Sawad - Al Hada,?????? - ??????,YE200133
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Ash Shabtan,???????,Ash Shabtan,???????,YE200131
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Bani Falah,??? ????,Bani Falah - Al Hada,??? ???? - ??????,YE200143
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Bani Hudayjah,??? ?????,Bani Hudayjah,??? ?????,YE200146
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Bani Isa,??? ???? ?????,Bani Isa,??? ???? ?????,YE200123
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Bani Isa As Suhayd,??? ???? ??????,Bani Isa As Suhayd,??? ???? ??????,YE200140
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Bani Jamil,??? ????,Bani Jamil,??? ????,YE200137
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Bani Qaws,??? ???,Bani Qaws,??? ???,YE200129
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Bani Zaydan,??? ?????,Bani Zaydan,??? ?????,YE200139
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Bayt Abu Atif,??? ??? ????,Bayt Abu Atif,??? ??? ????,YE200142
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Kalabat Mahdharah,???? ?????,Kalabat Mahdharah,???? ?????,YE200135
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Kuman Al Muharraq,????? ??????,Kuman Al Muharraq,????? ??????,YE200126
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Kuman Sinamah,????? ?????,Kuman Sinamah,????? ?????,YE200144
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Nisan,?????,Nisan,?????,YE200125
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Obaydah Al Olya,????? ??????,Obaydah Al Olya,????? ??????,YE200147
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Obaydah As sufla,????? ??????,Obaydah As sufla,????? ??????,YE200136
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Sublat Bani Bukhayt,???? ??? ????,Sublat Bani Bukhayt,???? ??? ????,YE200145
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Thuban,?????,Thuban,?????,YE200141
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Tumih,????,Tumih,????,YE200122
Yemen,?????,YE,Dhamar,????,YE20,Al Hada,??????,YE2001,Zurajah,?????,Zurajah,?????,YE200128
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,Al Ja'afirah,????????,Al Jaafirah - Al Manar,???????? - ??????,YE201232
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,Al Jahili,???????,Al Jahili,???????,YE201223
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,Al Kayna'ah,???????,Al Kaynaah,???????,YE201221
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,Al Ma'inah,???????,Al Mainah,???????,YE201236
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,Al Majan,?????,Al Majan,?????,YE201231
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,Anaban,?????,Anaban,?????,YE201229
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,Ar Ra'iyah,??????,Ar Raiyah,??????,YE201233
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,As Sayd,?????,As Sayd,?????,YE201222
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,Bani As Saghir,??? ??????,Bani As Saghir,??? ??????,YE201230
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,Bani Salamah,??? ?????,Bani Salamah,??? ?????,YE201235
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,Dhahib,????,Dhahib,????,YE201228
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,Dhi Hud,?? ???,Dhi Hud,?? ???,YE201226
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,Ghurban,?????,Ghurban - Al Manar,????? - ??????,YE201225
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,Jabal Ishaq,??? ?????,Jabal Ishaq,??? ?????,YE201227
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,Kuhal,????,Kuhal,????,YE201224
Yemen,?????,YE,Dhamar,????,YE20,Al Manar,??????,YE2012,Mawir,????,Mawir,????,YE201234
Yemen,?????,YE,Dhamar,????,YE20,Ans,???,YE2010,Jabal Ad Dar,??? ?????,Jabal Ad Dar,??? ?????,YE201021
Yemen,?????,YE,Dhamar,????,YE20,Ans,???,YE2010,Jabal Zabid,??? ????,Jabal Zabid,??? ????,YE201026
Yemen,?????,YE,Dhamar,????,YE20,Ans,???,YE2010,Sa'lat Ma'saj,????? ????,Salat Masaj,????? ????,YE201023
Yemen,?????,YE,Dhamar,????,YE20,Ans,???,YE2010,Sa'lat Zabid,????? ????,Salat Zabid - Ans,????? ???? - ???,YE201025
Yemen,?????,YE,Dhamar,????,YE20,Ans,???,YE2010,Wadi Al Har,???? ?????,Wadi Al Har,???? ?????,YE201022
Yemen,?????,YE,Dhamar,????,YE20,Ans,???,YE2010,Wadi Zabid,???? ????,Wadi Zabid,???? ????,YE201027
Yemen,?????,YE,Dhamar,????,YE20,Ans,???,YE2010,Ya'r,???,Yar,???,YE201024
Yemen,?????,YE,Dhamar,????,YE20,Dhamar City,????? ????,YE2008,Dhamar,????,Dhamar,????,YE200821
Yemen,?????,YE,Dhamar,????,YE20,Dhamar City,????? ????,YE2008,Manqadhah,?????,Manqadhah,?????,YE200822
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,Al Aridah,???????,Al Aridah - Dwran Anis,??????? - ????? ???,YE201124
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,Al Habs,?????,Al Habs,?????,YE201138
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,Al Jabal,?????,Al Jabal - Dwran Anis,????? - ????? ???,YE201150
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,Al Ka'b,?????,Al Kab,?????,YE201141
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,Al Marwan,??????,Al Marwan,??????,YE201132
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,Al Qit'ah,??????,Al Qitah,??????,YE201123
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,Arjaz,????,Arjaz,????,YE201146
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,As Salaf,?????,As Salaf - Dwran Anis,????? - ????? ???,YE201135
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,As Sayh,?????,As Sayh,?????,YE201151
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,Bakil,????,Bakil - Dwran Anis,???? - ????? ???,YE201125
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,Bani Al Ashram,??? ??????,Bani Al Ashram,??? ??????,YE201147
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,Bani Ash Shi'i,??? ??????,Bani Ash Shii,??? ??????,YE201131
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,Bani Hatim,??? ????,Bani Hatim - Dwran Anis,??? ???? - ????? ???,YE201136
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,Bani Isa,??? ????,Bani Isa - Dwran Anis,??? ???? - ????? ???,YE201148
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,Bani Suwayd,??? ????,Bani Suwayd - Dwran Anis,??? ???? - ????? ???,YE201129
Yemen,?????,YE,Dhamar,????,YE20,Dwran Anis,????? ???,YE2011,Bayt Al Ansi,??? ??????,Bayt Al Ansi,??? ??????,YE201149
